Insight Version,1.0.5.2,,,,,
Generation Time,11/24/2022 18:57,,,,,
Date From,11/24/2022 9:14,,,,,
Date To,11/24/2022 18:56,,,,,
,,,,,,
GMP251,U3730359,1.3.4,,,,
,,,,,,
GMP251,U3930116,1.3.4,,,,
,,,,,,
Timestamp,GMP251 U3730359 - Carbon dioxide concentration (%),GMP251 U3930116 - Carbon dioxide concentration (%),,,,
11/24/2022 9:20,15.1323,11.896936,,,,
11/24/2022 9:20,15.1802,11.912031,,,,
11/24/2022 9:20,15.192166,11.936509,,,,
11/24/2022 9:20,15.194472,11.966376,,,,
11/24/2022 9:20,15.196478,11.999663,,,,
11/24/2022 9:20,15.185742,12.046198,,,,
11/24/2022 9:20,15.162678,12.081309,,,,
11/24/2022 9:20,15.155438,12.094817,,,,
11/24/2022 9:21,15.160331,12.100977,,,,
11/24/2022 9:21,15.1624,12.111563,,,,
11/24/2022 9:21,15.17135,12.122625,,,,
11/24/2022 9:21,15.178795,12.136636,,,,
11/24/2022 9:21,15.181017,12.144489,,,,
11/24/2022 9:21,15.180847,12.140522,,,,
11/24/2022 9:21,15.179719,12.130488,,,,
11/24/2022 9:21,15.180294,12.116416,,,,
11/24/2022 9:21,15.186116,12.107908,,,,
11/24/2022 9:21,15.191397,12.107351,,,,
11/24/2022 9:21,15.193103,12.105841,,,,
11/24/2022 9:21,15.194138,12.101741,,,,
11/24/2022 9:22,15.19235,12.097055,,,,
11/24/2022 9:22,15.190156,12.096995,,,,
11/24/2022 9:22,15.186303,12.096995,,,,
11/24/2022 9:22,15.181888,12.097024,,,,
11/24/2022 9:22,15.181419,12.097414,,,,
11/24/2022 9:22,15.1794,12.097273,,,,
11/24/2022 9:22,15.177873,12.091172,,,,
11/24/2022 9:22,15.177277,12.075144,,,,
11/24/2022 9:22,15.17387,12.06759,,,,
11/24/2022 9:22,15.167947,12.058063,,,,
11/24/2022 9:22,15.169097,12.055236,,,,
11/24/2022 9:22,15.175402,12.053524,,,,
11/24/2022 9:23,15.177092,12.053434,,,,
11/24/2022 9:23,15.179211,12.052266,,,,
11/24/2022 9:23,15.18144,12.047992,,,,
11/24/2022 9:23,15.181356,12.044473,,,,
11/24/2022 9:23,15.176575,12.044963,,,,
11/24/2022 9:23,15.174278,12.048242,,,,
11/24/2022 9:23,15.16998,12.050759,,,,
11/24/2022 9:23,15.169223,12.050098,,,,
11/24/2022 9:23,15.173383,12.044755,,,,
11/24/2022 9:23,15.184317,12.041848,,,,
11/24/2022 9:23,15.195812,12.020889,,,,
11/24/2022 9:23,15.197862,11.98144,,,,
11/24/2022 9:24,15.199784,11.954104,,,,
11/24/2022 9:24,15.200547,11.946572,,,,
11/24/2022 9:24,15.202206,11.945843,,,,
11/24/2022 9:24,15.200956,11.945711,,,,
11/24/2022 9:24,15.199378,11.946638,,,,
11/24/2022 9:24,15.199906,11.955738,,,,
11/24/2022 9:24,15.200677,11.966414,,,,
11/24/2022 9:24,15.200684,11.969498,,,,
11/24/2022 9:24,15.199225,11.969866,,,,
11/24/2022 9:24,15.192936,11.970495,,,,
11/24/2022 9:24,15.184881,11.974725,,,,
11/24/2022 9:24,15.16579,11.986644,,,,
11/24/2022 9:25,15.145034,11.983923,,,,
11/24/2022 9:25,15.123469,11.97863,,,,
11/24/2022 9:25,15.116655,11.975845,,,,
11/24/2022 9:25,15.110127,11.96821,,,,
11/24/2022 9:25,15.110356,11.966298,,,,
11/24/2022 9:25,15.118969,11.95757,,,,
11/24/2022 9:25,15.130836,11.944474,,,,
11/24/2022 9:25,15.138242,11.908043,,,,
11/24/2022 9:25,15.14456,11.857348,,,,
11/24/2022 9:25,15.145672,11.809636,,,,
11/24/2022 9:25,15.139305,11.674675,,,,
11/24/2022 9:25,15.138311,11.599317,,,,
11/24/2022 9:26,15.14135,11.522846,,,,
11/24/2022 9:26,15.145047,11.476655,,,,
11/24/2022 9:26,15.147825,11.437662,,,,
11/24/2022 9:26,15.147,11.412841,,,,
11/24/2022 9:26,15.143748,11.314691,,,,
11/24/2022 9:26,15.14266,11.289663,,,,
11/24/2022 9:26,15.144842,11.278847,,,,
11/24/2022 9:26,15.14654,11.275636,,,,
11/24/2022 9:26,15.15175,11.273983,,,,
11/24/2022 9:26,15.157592,11.274277,,,,
11/24/2022 9:26,15.157478,11.307313,,,,
11/24/2022 9:26,15.15244,11.374282,,,,
11/24/2022 9:27,15.152497,11.443129,,,,
11/24/2022 9:27,15.151528,11.533497,,,,
11/24/2022 9:27,15.151125,11.567909,,,,
11/24/2022 9:27,15.147917,11.603059,,,,
11/24/2022 9:27,15.1455,11.615421,,,,
11/24/2022 9:27,15.145967,11.659556,,,,
11/24/2022 9:27,15.146472,11.687415,,,,
11/24/2022 9:27,15.155978,11.707303,,,,
11/24/2022 9:27,15.164717,11.711786,,,,
11/24/2022 9:27,15.170016,11.715909,,,,
11/24/2022 9:27,15.171153,11.716059,,,,
11/24/2022 9:27,15.1689,11.716619,,,,
11/24/2022 9:28,15.166078,11.719309,,,,
11/24/2022 9:28,15.165189,11.731498,,,,
11/24/2022 9:28,15.165181,11.742288,,,,
11/24/2022 9:28,15.170456,11.745063,,,,
11/24/2022 9:28,15.20241,11.757138,,,,
11/24/2022 9:28,15.21386,11.76302,,,,
11/24/2022 9:28,15.215817,11.762995,,,,
11/24/2022 9:28,15.220038,11.761292,,,,
11/24/2022 9:28,15.221411,11.754941,,,,
11/24/2022 9:28,15.216884,11.764093,,,,
11/24/2022 9:28,15.2088,11.772277,,,,
11/24/2022 9:28,15.193506,11.772072,,,,
11/24/2022 9:29,15.172852,11.771265,,,,
11/24/2022 9:29,15.168566,11.770062,,,,
11/24/2022 9:29,15.168556,11.765495,,,,
11/24/2022 9:29,15.167181,11.761014,,,,
11/24/2022 9:29,15.16639,11.760831,,,,
11/24/2022 9:29,15.165552,11.760756,,,,
11/24/2022 9:29,15.165434,11.760302,,,,
11/24/2022 9:29,15.168456,11.759984,,,,
11/24/2022 9:29,15.179938,11.760209,,,,
11/24/2022 9:29,15.177036,11.77265,,,,
11/24/2022 9:29,15.174323,11.787779,,,,
11/24/2022 9:29,15.184934,11.794627,,,,
11/24/2022 9:30,15.192806,11.794682,,,,
11/24/2022 9:30,15.19949,11.793635,,,,
11/24/2022 9:30,15.199119,11.79474,,,,
11/24/2022 9:30,15.196583,11.805837,,,,
11/24/2022 9:30,15.195208,11.806805,,,,
11/24/2022 9:30,15.192416,11.806662,,,,
11/24/2022 9:30,15.186369,11.804895,,,,
11/24/2022 9:30,15.181177,11.799831,,,,
11/24/2022 9:30,15.180278,11.798411,,,,
11/24/2022 9:30,15.177277,11.798861,,,,
11/24/2022 9:30,15.172738,11.799141,,,,
11/24/2022 9:30,15.158084,11.79994,,,,
11/24/2022 9:31,15.13434,11.801373,,,,
11/24/2022 9:31,15.137745,11.80227,,,,
11/24/2022 9:31,15.14376,11.801566,,,,
11/24/2022 9:31,15.145525,11.801084,,,,
11/24/2022 9:31,15.14534,11.800951,,,,
11/24/2022 9:31,15.145025,11.800758,,,,
11/24/2022 9:31,15.145544,11.798017,,,,
11/24/2022 9:31,15.145519,11.793084,,,,
11/24/2022 9:31,15.146638,11.79323,,,,
11/24/2022 9:31,15.169634,11.80051,,,,
11/24/2022 9:31,15.183373,11.784145,,,,
11/24/2022 9:31,15.185323,11.756665,,,,
11/24/2022 9:32,15.185688,11.75576,,,,
11/24/2022 9:32,15.181303,11.758666,,,,
11/24/2022 9:32,15.181333,11.75887,,,,
11/24/2022 9:32,15.182662,11.762602,,,,
11/24/2022 9:32,15.18292,11.769339,,,,
11/24/2022 9:32,15.182794,11.780234,,,,
11/24/2022 9:32,15.182825,11.780825,,,,
11/24/2022 9:32,15.183738,11.776991,,,,
11/24/2022 9:32,15.183969,11.772102,,,,
11/24/2022 9:32,15.187484,11.769158,,,,
11/24/2022 9:32,15.190875,11.763124,,,,
11/24/2022 9:32,15.190845,11.759373,,,,
11/24/2022 9:33,15.189797,11.75661,,,,
11/24/2022 9:33,15.188986,11.758685,,,,
11/24/2022 9:33,15.187714,11.760352,,,,
11/24/2022 9:33,15.188156,11.757427,,,,
11/24/2022 9:33,15.188956,11.751998,,,,
11/24/2022 9:33,15.189169,11.748358,,,,
11/24/2022 9:33,15.19679,11.746149,,,,
11/24/2022 9:33,15.20237,11.746014,,,,
11/24/2022 9:33,15.196983,11.74543,,,,
11/24/2022 9:33,15.190781,11.743398,,,,
11/24/2022 9:33,15.194256,11.740333,,,,
11/24/2022 9:33,15.200127,11.733519,,,,
11/24/2022 9:34,15.191228,11.730841,,,,
11/24/2022 9:34,15.181847,11.741588,,,,
11/24/2022 9:34,15.16503,11.752927,,,,
11/24/2022 9:34,15.15823,11.754049,,,,
11/24/2022 9:34,15.157853,11.753968,,,,
11/24/2022 9:34,15.158503,11.753912,,,,
11/24/2022 9:34,15.156275,11.754154,,,,
11/24/2022 9:34,15.156975,11.754574,,,,
11/24/2022 9:34,15.159728,11.753332,,,,
11/24/2022 9:34,15.160389,11.753067,,,,
11/24/2022 9:34,15.164988,11.757228,,,,
11/24/2022 9:34,15.173562,11.758449,,,,
11/24/2022 9:35,15.175338,11.764373,,,,
11/24/2022 9:35,15.17716,11.784332,,,,
11/24/2022 9:35,15.181648,11.782795,,,,
11/24/2022 9:35,15.189184,11.779964,,,,
11/24/2022 9:35,15.187423,11.780546,,,,
11/24/2022 9:35,15.172111,11.781203,,,,
11/24/2022 9:35,15.172475,11.779813,,,,
11/24/2022 9:35,15.172456,11.776861,,,,
11/24/2022 9:35,15.174905,11.77283,,,,
11/24/2022 9:35,15.173684,11.772802,,,,
11/24/2022 9:35,15.160656,11.772916,,,,
11/24/2022 9:35,15.15614,11.773599,,,,
11/24/2022 9:36,15.153975,11.778528,,,,
11/24/2022 9:36,15.153286,11.793161,,,,
11/24/2022 9:36,15.15749,11.797136,,,,
11/24/2022 9:36,15.160528,11.796557,,,,
11/24/2022 9:36,15.163038,11.793773,,,,
11/24/2022 9:36,15.165206,11.793034,,,,
11/24/2022 9:36,15.17181,11.793075,,,,
11/24/2022 9:36,15.172294,11.792248,,,,
11/24/2022 9:36,15.170625,11.79103,,,,
11/24/2022 9:36,15.165625,11.785991,,,,
11/24/2022 9:36,15.166603,11.783263,,,,
11/24/2022 9:36,15.171388,11.778051,,,,
11/24/2022 9:37,15.171434,11.775757,,,,
11/24/2022 9:37,15.172505,11.777391,,,,
11/24/2022 9:37,15.174442,11.777929,,,,
11/24/2022 9:37,15.176719,11.777391,,,,
11/24/2022 9:37,15.183378,11.773032,,,,
11/24/2022 9:37,15.194031,11.772538,,,,
11/24/2022 9:37,15.202519,11.772509,,,,
11/24/2022 9:37,15.208739,11.775328,,,,
11/24/2022 9:37,15.209378,11.778404,,,,
11/24/2022 9:37,15.20962,11.778544,,,,
11/24/2022 9:37,15.201922,11.778141,,,,
11/24/2022 9:37,15.186133,11.770243,,,,
11/24/2022 9:38,15.186469,11.74982,,,,
11/24/2022 9:38,15.189872,11.753066,,,,
11/24/2022 9:38,15.196728,11.760331,,,,
11/24/2022 9:38,15.202519,11.763602,,,,
11/24/2022 9:38,15.218119,11.765101,,,,
11/24/2022 9:38,15.225084,11.764997,,,,
11/24/2022 9:38,15.247136,11.763294,,,,
11/24/2022 9:38,15.2675,11.764395,,,,
11/24/2022 9:38,15.279075,11.765694,,,,
11/24/2022 9:38,15.280689,11.767433,,,,
11/24/2022 9:38,15.281514,11.771666,,,,
11/24/2022 9:38,15.282634,11.784356,,,,
11/24/2022 9:39,15.282867,11.783649,,,,
11/24/2022 9:39,15.283469,11.781001,,,,
11/24/2022 9:39,15.285494,11.782281,,,,
11/24/2022 9:39,15.277619,11.785234,,,,
11/24/2022 9:39,15.275128,11.787781,,,,
11/24/2022 9:39,15.266803,11.789974,,,,
11/24/2022 9:39,15.261853,11.806101,,,,
11/24/2022 9:39,15.254688,11.813741,,,,
11/24/2022 9:39,15.251128,11.810798,,,,
11/24/2022 9:39,15.235756,11.810526,,,,
11/24/2022 9:39,15.224203,11.810313,,,,
11/24/2022 9:39,15.221362,11.811926,,,,
11/24/2022 9:40,15.215923,11.813423,,,,
11/24/2022 9:40,15.211044,11.814491,,,,
11/24/2022 9:40,15.205595,11.815023,,,,
11/24/2022 9:40,15.205595,11.814548,,,,
11/24/2022 9:40,15.18826,11.816627,,,,
11/24/2022 9:40,15.178989,11.821045,,,,
11/24/2022 9:40,15.181375,11.826583,,,,
11/24/2022 9:40,15.187122,11.827543,,,,
11/24/2022 9:40,15.187122,11.819847,,,,
11/24/2022 9:40,15.199238,11.811955,,,,
11/24/2022 9:40,15.21356,11.811141,,,,
11/24/2022 9:40,15.210181,11.808142,,,,
11/24/2022 9:41,15.210181,11.798121,,,,
11/24/2022 9:41,15.211955,11.786086,,,,
11/24/2022 9:41,15.216081,11.783851,,,,
11/24/2022 9:41,15.219538,11.782941,,,,
11/24/2022 9:41,15.219569,11.784255,,,,
11/24/2022 9:41,15.21139,11.790467,,,,
11/24/2022 9:41,15.205089,11.787726,,,,
11/24/2022 9:41,15.195698,11.784746,,,,
11/24/2022 9:41,15.189828,11.786066,,,,
11/24/2022 9:41,15.183308,11.786698,,,,
11/24/2022 9:41,15.180934,11.781272,,,,
11/24/2022 9:41,15.18016,11.778062,,,,
11/24/2022 9:42,15.180316,11.769138,,,,
11/24/2022 9:42,15.184752,11.762077,,,,
11/24/2022 9:42,15.182994,11.758994,,,,
11/24/2022 9:42,15.182419,11.764271,,,,
11/24/2022 9:42,15.182855,11.79073,,,,
11/24/2022 9:42,15.183556,11.798633,,,,
11/24/2022 9:42,15.193434,11.779513,,,,
11/24/2022 9:42,15.210994,11.773628,,,,
11/24/2022 9:42,15.214366,11.773616,,,,
11/24/2022 9:42,15.213019,11.774316,,,,
11/24/2022 9:42,15.210758,11.774529,,,,
11/24/2022 9:42,15.214594,11.777084,,,,
11/24/2022 9:43,15.215122,11.778633,,,,
11/24/2022 9:43,15.215428,11.776958,,,,
11/24/2022 9:43,15.224178,11.776966,,,,
11/24/2022 9:43,15.226914,11.778879,,,,
11/24/2022 9:43,15.226881,11.781238,,,,
11/24/2022 9:43,15.223947,11.785184,,,,
11/24/2022 9:43,15.223553,11.783893,,,,
11/24/2022 9:43,15.221117,11.784179,,,,
11/24/2022 9:43,15.212361,11.783774,,,,
11/24/2022 9:43,15.205122,11.78182,,,,
11/24/2022 9:43,15.2092,11.777419,,,,
11/24/2022 9:43,15.214862,11.765069,,,,
11/24/2022 9:44,15.21486,11.756551,,,,
11/24/2022 9:44,15.222019,11.748327,,,,
11/24/2022 9:44,15.232856,11.729218,,,,
11/24/2022 9:44,15.238984,11.719072,,,,
11/24/2022 9:44,15.239103,11.718686,,,,
11/24/2022 9:44,15.258397,11.71868,,,,
11/24/2022 9:44,15.271216,11.718748,,,,
11/24/2022 9:44,15.28315,11.721796,,,,
11/24/2022 9:44,15.309327,11.729974,,,,
11/24/2022 9:44,15.321692,11.731841,,,,
11/24/2022 9:44,15.322847,11.740996,,,,
11/24/2022 9:44,15.322714,11.750922,,,,
11/24/2022 9:45,15.322748,11.759633,,,,
11/24/2022 9:45,15.317978,11.765186,,,,
11/24/2022 9:45,15.317123,11.765116,,,,
11/24/2022 9:45,15.31753,11.764337,,,,
11/24/2022 9:45,15.31701,11.765434,,,,
11/24/2022 9:45,15.31619,11.771252,,,,
11/24/2022 9:45,15.315311,11.788768,,,,
11/24/2022 9:45,15.310338,11.810756,,,,
11/24/2022 9:45,15.306594,11.81114,,,,
11/24/2022 9:45,15.312097,11.811138,,,,
11/24/2022 9:45,15.312662,11.811213,,,,
11/24/2022 9:45,15.313448,11.811148,,,,
11/24/2022 9:46,15.313525,11.811155,,,,
11/24/2022 9:46,15.313577,11.811345,,,,
11/24/2022 9:46,15.306966,11.812931,,,,
11/24/2022 9:46,15.2849,11.812352,,,,
11/24/2022 9:46,15.28018,11.809464,,,,
11/24/2022 9:46,15.281938,11.809595,,,,
11/24/2022 9:46,15.282777,11.834666,,,,
11/24/2022 9:46,15.281161,11.852303,,,,
11/24/2022 9:46,15.253711,11.851581,,,,
11/24/2022 9:46,15.169728,11.850404,,,,
11/24/2022 9:46,15.140106,11.850113,,,,
11/24/2022 9:46,15.118636,11.849195,,,,
11/24/2022 9:47,15.117784,11.847395,,,,
11/24/2022 9:47,15.117994,11.842297,,,,
11/24/2022 9:47,15.120078,11.834991,,,,
11/24/2022 9:47,15.12006,11.833518,,,,
11/24/2022 9:47,15.11795,11.832537,,,,
11/24/2022 9:47,15.116769,11.831716,,,,
11/24/2022 9:47,15.115516,11.826218,,,,
11/24/2022 9:47,15.114434,11.808711,,,,
11/24/2022 9:47,15.113555,11.777128,,,,
11/24/2022 9:47,15.11859,11.72288,,,,
11/24/2022 9:47,15.13005,11.709157,,,,
11/24/2022 9:47,15.138358,11.702539,,,,
11/24/2022 9:48,15.14165,11.701799,,,,
11/24/2022 9:48,15.141005,11.703202,,,,
11/24/2022 9:48,15.14049,11.703416,,,,
11/24/2022 9:48,15.137806,11.696416,,,,
11/24/2022 9:48,15.137034,11.689327,,,,
11/24/2022 9:48,15.138466,11.681445,,,,
11/24/2022 9:48,15.139412,11.677226,,,,
11/24/2022 9:48,15.149866,11.676318,,,,
11/24/2022 9:48,15.156633,11.682284,,,,
11/24/2022 9:48,15.15666,11.686534,,,,
11/24/2022 9:48,15.156669,11.686922,,,,
11/24/2022 9:48,15.15674,11.689053,,,,
11/24/2022 9:49,15.156231,11.695229,,,,
11/24/2022 9:49,15.150403,11.694746,,,,
11/24/2022 9:49,15.150519,11.688593,,,,
11/24/2022 9:49,15.152353,11.687924,,,,
11/24/2022 9:49,15.151431,11.687913,,,,
11/24/2022 9:49,15.151098,11.687223,,,,
11/24/2022 9:49,15.151097,11.686476,,,,
11/24/2022 9:49,15.151131,11.687473,,,,
11/24/2022 9:49,15.154516,11.690881,,,,
11/24/2022 9:49,15.155275,11.691583,,,,
11/24/2022 9:49,15.156136,11.691277,,,,
11/24/2022 9:49,15.165972,11.69119,,,,
11/24/2022 9:50,15.181538,11.691134,,,,
11/24/2022 9:50,15.187069,11.688187,,,,
11/24/2022 9:50,15.1904,11.679789,,,,
11/24/2022 9:50,15.190447,11.647768,,,,
11/24/2022 9:50,15.18164,11.645784,,,,
11/24/2022 9:50,15.175375,11.66158,,,,
11/24/2022 9:50,15.173495,11.671781,,,,
11/24/2022 9:50,15.154472,11.677351,,,,
11/24/2022 9:50,15.131597,11.680893,,,,
11/24/2022 9:50,15.131073,11.689909,,,,
11/24/2022 9:50,15.13536,11.694162,,,,
11/24/2022 9:50,15.13584,11.697402,,,,
11/24/2022 9:51,15.135844,11.699444,,,,
11/24/2022 9:51,15.135788,11.69949,,,,
11/24/2022 9:51,15.135534,11.699684,,,,
11/24/2022 9:51,15.137181,11.701005,,,,
11/24/2022 9:51,15.149638,11.715508,,,,
11/24/2022 9:51,15.1603,11.723744,,,,
11/24/2022 9:51,15.159777,11.724273,,,,
11/24/2022 9:51,15.159172,11.724369,,,,
11/24/2022 9:51,15.15937,11.724389,,,,
11/24/2022 9:51,15.164288,11.724666,,,,
11/24/2022 9:51,15.166997,11.725513,,,,
11/24/2022 9:51,15.167044,11.726615,,,,
11/24/2022 9:52,15.164769,11.733409,,,,
11/24/2022 9:52,15.173531,11.737733,,,,
11/24/2022 9:52,15.179875,11.737763,,,,
11/24/2022 9:52,15.186966,11.737918,,,,
11/24/2022 9:52,15.204036,11.739298,,,,
11/24/2022 9:52,15.215822,11.739584,,,,
11/24/2022 9:52,15.22411,11.740354,,,,
11/24/2022 9:52,15.224403,11.743059,,,,
11/24/2022 9:52,15.221,11.750682,,,,
11/24/2022 9:52,15.220034,11.756025,,,,
11/24/2022 9:52,15.209094,11.761623,,,,
11/24/2022 9:52,15.199506,11.771072,,,,
11/24/2022 9:53,15.182331,11.767722,,,,
11/24/2022 9:53,15.177006,11.764652,,,,
11/24/2022 9:53,15.181903,11.768012,,,,
11/24/2022 9:53,15.188128,11.768516,,,,
11/24/2022 9:53,15.191422,11.765253,,,,
11/24/2022 9:53,15.192706,11.761295,,,,
11/24/2022 9:53,15.192256,11.758946,,,,
11/24/2022 9:53,15.188456,11.758333,,,,
11/24/2022 9:53,15.18775,11.754888,,,,
11/24/2022 9:53,15.187956,11.750155,,,,
11/24/2022 9:53,15.188869,11.739987,,,,
11/24/2022 9:53,15.188805,11.736061,,,,
11/24/2022 9:54,15.188747,11.734798,,,,
11/24/2022 9:54,15.189272,11.734236,,,,
11/24/2022 9:54,15.189725,11.729086,,,,
11/24/2022 9:54,15.187572,11.719977,,,,
11/24/2022 9:54,15.178147,11.719032,,,,
11/24/2022 9:54,15.17696,11.719628,,,,
11/24/2022 9:54,15.176544,11.719874,,,,
11/24/2022 9:54,15.176325,11.719816,,,,
11/24/2022 9:54,15.175119,11.719777,,,,
11/24/2022 9:54,15.172711,11.717498,,,,
11/24/2022 9:54,15.171772,11.710234,,,,
11/24/2022 9:54,15.171211,11.70527,,,,
11/24/2022 9:55,15.164656,11.704173,,,,
11/24/2022 9:55,15.163906,11.704327,,,,
11/24/2022 9:55,15.164397,11.704162,,,,
11/24/2022 9:55,15.170388,11.704027,,,,
11/24/2022 9:55,15.175734,11.70439,,,,
11/24/2022 9:55,15.175112,11.704346,,,,
11/24/2022 9:55,15.177848,11.704338,,,,
11/24/2022 9:55,15.177914,11.704494,,,,
11/24/2022 9:55,15.177756,11.704238,,,,
11/24/2022 9:55,15.177966,11.703855,,,,
11/24/2022 9:55,15.178117,11.706297,,,,
11/24/2022 9:55,15.181245,11.708684,,,,
11/24/2022 9:56,15.187645,11.710002,,,,
11/24/2022 9:56,15.19761,11.710993,,,,
11/24/2022 9:56,15.206202,11.711209,,,,
11/24/2022 9:56,15.215812,11.711208,,,,
11/24/2022 9:56,15.226155,11.710464,,,,
11/24/2022 9:56,15.243881,11.706345,,,,
11/24/2022 9:56,15.243422,11.702839,,,,
11/24/2022 9:56,15.22484,11.705086,,,,
11/24/2022 9:56,15.223031,11.709445,,,,
11/24/2022 9:56,15.224347,11.713924,,,,
11/24/2022 9:56,15.229094,11.720653,,,,
11/24/2022 9:56,15.228138,11.724777,,,,
11/24/2022 9:57,15.215412,11.723524,,,,
11/24/2022 9:57,15.211394,11.723098,,,,
11/24/2022 9:57,15.206022,11.726786,,,,
11/24/2022 9:57,15.201323,11.738005,,,,
11/24/2022 9:57,15.20374,11.741141,,,,
11/24/2022 9:57,15.20745,11.742212,,,,
11/24/2022 9:57,15.207397,11.743759,,,,
11/24/2022 9:57,15.20524,11.744866,,,,
11/24/2022 9:57,15.203586,11.744798,,,,
11/24/2022 9:57,15.205188,11.745577,,,,
11/24/2022 9:57,15.204703,11.743418,,,,
11/24/2022 9:57,15.194736,11.740788,,,,
11/24/2022 9:58,15.186197,11.739552,,,,
11/24/2022 9:58,15.198916,11.739707,,,,
11/24/2022 9:58,15.198438,11.74254,,,,
11/24/2022 9:58,15.180827,11.744484,,,,
11/24/2022 9:58,15.182272,11.742167,,,,
11/24/2022 9:58,15.186856,11.741763,,,,
11/24/2022 9:58,15.187597,11.744529,,,,
11/24/2022 9:58,15.187469,11.745632,,,,
11/24/2022 9:58,15.190784,11.742285,,,,
11/24/2022 9:58,15.209997,11.73857,,,,
11/24/2022 9:58,15.219412,11.735751,,,,
11/24/2022 9:58,15.22334,11.734192,,,,
11/24/2022 9:59,15.224036,11.733554,,,,
11/24/2022 9:59,15.223997,11.733819,,,,
11/24/2022 9:59,15.224745,11.735236,,,,
11/24/2022 9:59,15.227658,11.735236,,,,
11/24/2022 9:59,15.215681,11.73699,,,,
11/24/2022 9:59,15.212297,11.743606,,,,
11/24/2022 9:59,15.212075,11.746431,,,,
11/24/2022 9:59,15.209777,11.750759,,,,
11/24/2022 9:59,15.207928,11.751945,,,,
11/24/2022 9:59,15.21146,11.751945,,,,
11/24/2022 9:59,15.212328,11.752322,,,,
11/24/2022 9:59,15.211797,11.752248,,,,
