Insight Version,1.0.5.2,,,,
Generation Time,12/09/2022 18:48,,,,
Date From,12/09/2022 09:14,,,,
Date To,12/09/2022 18:48,,,,
,,,,,
GMP251,U3730359,1.3.4,,,
,,,,,
GMP251,U3930116,1.3.4,,,
,,,,,
Timestamp,GMP251 U3730359 - Carbon dioxide concentration (%),GMP251 U3930116 - Carbon dioxide concentration (%),,,
12/09/2022 09:23,15.11179,10.063101,,,
12/09/2022 09:23,15.10278,10.03552,,,
12/09/2022 09:23,15.100503,10.026777,,,
12/09/2022 09:23,15.101233,10.024174,,,
12/09/2022 09:24,15.098625,10.01913,,,
12/09/2022 09:24,15.098514,10.006291,,,
12/09/2022 09:24,15.099245,9.993349,,,
12/09/2022 09:24,15.09499,9.980277,,,
12/09/2022 09:24,15.09428,9.941571,,,
12/09/2022 09:24,15.095,9.929661,,,
12/09/2022 09:24,15.093498,9.927351,,,
12/09/2022 09:24,15.085078,9.926698,,,
12/09/2022 09:24,15.081584,9.925148,,,
12/09/2022 09:24,15.081664,9.925182,,,
12/09/2022 09:24,15.086377,9.926502,,,
12/09/2022 09:24,15.092911,9.926517,,,
12/09/2022 09:25,15.094034,9.926495,,,
12/09/2022 09:25,15.09428,9.92787,,,
12/09/2022 09:25,15.095623,9.928793,,,
12/09/2022 09:25,15.099464,9.929876,,,
12/09/2022 09:25,15.101814,9.933935,,,
12/09/2022 09:25,15.101678,9.940074,,,
12/09/2022 09:25,15.115344,9.944862,,,
12/09/2022 09:25,15.123773,9.960238,,,
12/09/2022 09:25,15.12617,9.975423,,,
12/09/2022 09:25,15.147895,10.021164,,,
12/09/2022 09:25,15.180998,10.047572,,,
12/09/2022 09:25,15.18978,10.100338,,,
12/09/2022 09:26,15.190466,10.186781,,,
12/09/2022 09:26,15.191469,10.220365,,,
12/09/2022 09:26,15.193869,10.230159,,,
12/09/2022 09:26,15.195148,10.232261,,,
12/09/2022 09:26,15.197414,10.23243,,,
12/09/2022 09:26,15.199833,10.232656,,,
12/09/2022 09:26,15.202455,10.23244,,,
12/09/2022 09:26,15.204862,10.223426,,,
12/09/2022 09:26,15.205261,10.209791,,,
12/09/2022 09:26,15.206228,10.205938,,,
12/09/2022 09:26,15.206317,10.202385,,,
12/09/2022 09:26,15.198433,10.197332,,,
12/09/2022 09:27,15.195064,10.187372,,,
12/09/2022 09:27,15.194816,10.18647,,,
12/09/2022 09:27,15.196314,10.185847,,,
12/09/2022 09:27,15.203062,10.18228,,,
12/09/2022 09:27,15.202903,10.180202,,,
12/09/2022 09:27,15.205161,10.177429,,,
12/09/2022 09:27,15.218411,10.17348,,,
12/09/2022 09:27,15.223795,10.169099,,,
12/09/2022 09:27,15.222978,10.165627,,,
12/09/2022 09:27,15.210784,10.164227,,,
12/09/2022 09:27,15.195658,10.165184,,,
12/09/2022 09:27,15.185188,10.16727,,,
12/09/2022 09:28,15.167831,10.169579,,,
12/09/2022 09:28,15.162834,10.16842,,,
12/09/2022 09:28,15.157248,10.150681,,,
12/09/2022 09:28,15.14568,10.125877,,,
12/09/2022 09:28,15.120761,10.104638,,,
12/09/2022 09:28,15.114875,10.103598,,,
12/09/2022 09:28,15.103633,10.103569,,,
12/09/2022 09:28,15.106347,10.102284,,,
12/09/2022 09:28,15.115775,10.097134,,,
12/09/2022 09:28,15.076631,10.090309,,,
12/09/2022 09:28,15.057128,10.077259,,,
12/09/2022 09:28,15.041866,10.076698,,,
12/09/2022 09:29,15.039272,10.077494,,,
12/09/2022 09:29,15.038766,10.07695,,,
12/09/2022 09:29,15.038073,10.076719,,,
12/09/2022 09:29,15.034103,10.07727,,,
12/09/2022 09:29,15.033544,10.088841,,,
12/09/2022 09:29,15.038652,10.121222,,,
12/09/2022 09:29,15.042594,10.121412,,,
12/09/2022 09:29,15.041366,10.121479,,,
12/09/2022 09:29,15.04092,10.12178,,,
12/09/2022 09:29,15.036008,10.122067,,,
12/09/2022 09:29,15.032614,10.121995,,,
12/09/2022 09:29,15.041598,10.122573,,,
12/09/2022 09:30,15.040284,10.127057,,,
12/09/2022 09:30,15.03653,10.130866,,,
12/09/2022 09:30,15.031783,10.131942,,,
12/09/2022 09:30,15.028975,10.131263,,,
12/09/2022 09:30,15.027856,10.126213,,,
12/09/2022 09:30,15.028095,10.120441,,,
12/09/2022 09:30,15.027028,10.098707,,,
12/09/2022 09:30,15.021725,10.086991,,,
12/09/2022 09:30,15.01738,10.073296,,,
12/09/2022 09:30,15.016978,10.064149,,,
12/09/2022 09:30,15.01659,10.048207,,,
12/09/2022 09:30,15.016686,10.03692,,,
12/09/2022 09:31,15.017338,10.033686,,,
12/09/2022 09:31,15.018219,10.033606,,,
12/09/2022 09:31,15.025875,10.033608,,,
12/09/2022 09:31,15.04467,10.034716,,,
12/09/2022 09:31,15.052322,10.035195,,,
12/09/2022 09:31,15.052092,10.034836,,,
12/09/2022 09:31,15.050602,10.033896,,,
12/09/2022 09:31,15.036734,10.040645,,,
12/09/2022 09:31,15.026961,10.047148,,,
12/09/2022 09:31,15.026934,10.052952,,,
12/09/2022 09:31,15.026803,10.053568,,,
12/09/2022 09:31,15.030523,10.053484,,,
12/09/2022 09:32,15.03259,10.05343,,,
12/09/2022 09:32,15.032662,10.056755,,,
12/09/2022 09:32,15.031789,10.056847,,,
12/09/2022 09:32,15.030231,10.059714,,,
12/09/2022 09:32,15.047638,10.063051,,,
12/09/2022 09:32,15.07332,10.063784,,,
12/09/2022 09:32,15.078664,10.063738,,,
12/09/2022 09:32,15.080419,10.070285,,,
12/09/2022 09:32,15.08687,10.101098,,,
12/09/2022 09:32,15.09655,10.109304,,,
12/09/2022 09:32,15.104555,10.109352,,,
12/09/2022 09:32,15.116395,10.109357,,,
12/09/2022 09:33,15.143738,10.199795,,,
12/09/2022 09:33,15.161878,10.440947,,,
12/09/2022 09:33,15.180736,10.59287,,,
12/09/2022 09:33,15.186369,10.677536,,,
12/09/2022 09:33,15.178598,11.061636,,,
12/09/2022 09:33,15.15906,11.341941,,,
12/09/2022 09:33,15.144947,11.722983,,,
12/09/2022 09:33,15.138908,11.857502,,,
12/09/2022 09:33,15.13178,11.973894,,,
12/09/2022 09:33,15.13178,12.024502,,,
12/09/2022 09:33,15.12343,12.044898,,,
12/09/2022 09:33,15.125758,12.099771,,,
12/09/2022 09:34,15.1256,12.166745,,,
12/09/2022 09:34,15.127345,12.197377,,,
12/09/2022 09:34,15.127345,12.198465,,,
12/09/2022 09:34,15.138533,12.240791,,,
12/09/2022 09:34,15.133792,12.295839,,,
12/09/2022 09:34,15.133792,12.332466,,,
12/09/2022 09:34,15.129956,12.343201,,,
12/09/2022 09:34,15.129772,12.346443,,,
12/09/2022 09:34,15.128306,12.354686,,,
12/09/2022 09:34,15.123511,12.381328,,,
12/09/2022 09:34,15.113698,12.436367,,,
12/09/2022 09:34,15.110273,12.459031,,,
12/09/2022 09:35,15.104847,12.488796,,,
12/09/2022 09:35,15.102448,12.507116,,,
12/09/2022 09:35,15.093912,12.579298,,,
12/09/2022 09:35,15.0694,12.602109,,,
12/09/2022 09:35,15.055408,12.619466,,,
12/09/2022 09:35,15.054717,12.63243,,,
12/09/2022 09:35,15.054922,12.664371,,,
12/09/2022 09:35,15.052025,12.675743,,,
12/09/2022 09:35,15.045848,12.687006,,,
12/09/2022 09:35,15.040098,12.692995,,,
12/09/2022 09:35,15.039688,12.708331,,,
12/09/2022 09:35,15.039983,12.726609,,,
12/09/2022 09:36,15.038517,12.737198,,,
12/09/2022 09:36,15.031253,12.753782,,,
12/09/2022 09:36,15.024731,12.787887,,,
12/09/2022 09:36,15.015722,12.844959,,,
12/09/2022 09:36,15.022273,12.86035,,,
12/09/2022 09:36,15.028955,12.868359,,,
12/09/2022 09:36,15.026902,12.871793,,,
12/09/2022 09:36,15.024156,12.879363,,,
12/09/2022 09:36,15.023022,12.881766,,,
12/09/2022 09:36,15.021628,12.89132,,,
12/09/2022 09:36,15.024756,12.891866,,,
12/09/2022 09:36,15.02709,12.893447,,,
12/09/2022 09:37,15.027898,12.893632,,,
12/09/2022 09:37,15.028088,12.893543,,,
12/09/2022 09:37,15.02807,12.894067,,,
12/09/2022 09:37,15.030703,12.905359,,,
12/09/2022 09:37,15.040217,12.925941,,,
12/09/2022 09:37,15.042198,12.943807,,,
12/09/2022 09:37,15.040142,12.979116,,,
12/09/2022 09:37,15.044288,13.031627,,,
12/09/2022 09:37,15.05333,13.106977,,,
12/09/2022 09:37,15.057961,13.144169,,,
12/09/2022 09:37,15.044152,13.183139,,,
12/09/2022 09:37,15.036961,13.19506,,,
12/09/2022 09:38,15.040538,13.19401,,,
12/09/2022 09:38,15.048583,13.192712,,,
12/09/2022 09:38,15.059227,13.192858,,,
12/09/2022 09:38,15.064842,13.200556,,,
12/09/2022 09:38,15.066708,13.214705,,,
12/09/2022 09:38,15.061089,13.23331,,,
12/09/2022 09:38,15.055994,13.238638,,,
12/09/2022 09:38,15.055147,13.249453,,,
12/09/2022 09:38,15.055305,13.250269,,,
12/09/2022 09:38,15.056398,13.248725,,,
12/09/2022 09:38,15.060078,13.248725,,,
12/09/2022 09:38,15.060912,13.259,,,
12/09/2022 09:39,15.061547,13.25356,,,
12/09/2022 09:39,15.056927,13.25356,,,
12/09/2022 09:39,15.073261,13.24834,,,
12/09/2022 09:39,15.091025,13.244294,,,
12/09/2022 09:39,15.096547,13.244294,,,
12/09/2022 09:39,15.097075,13.255722,,,
12/09/2022 09:39,15.098142,13.267428,,,
12/09/2022 09:39,15.10074,13.281464,,,
12/09/2022 09:39,15.114066,13.303862,,,
12/09/2022 09:39,15.116428,13.343984,,,
12/09/2022 09:39,15.116048,13.345344,,,
12/09/2022 09:39,15.118569,13.34499,,,
12/09/2022 09:40,15.12475,13.34537,,,
12/09/2022 09:40,15.139166,13.35438,,,
12/09/2022 09:40,15.181012,13.360494,,,
12/09/2022 09:40,15.230672,13.360616,,,
12/09/2022 09:40,15.228828,13.362528,,,
12/09/2022 09:40,15.212669,13.381275,,,
12/09/2022 09:40,15.209316,13.393184,,,
12/09/2022 09:40,15.209617,13.401462,,,
12/09/2022 09:40,15.209503,13.404522,,,
12/09/2022 09:40,15.19446,13.405625,,,
12/09/2022 09:40,15.18236,13.405972,,,
12/09/2022 09:40,15.163755,13.406139,,,
12/09/2022 09:41,15.149266,13.432595,,,
12/09/2022 09:41,15.137139,13.46076,,,
12/09/2022 09:41,15.135781,13.517294,,,
12/09/2022 09:41,15.134862,13.545348,,,
12/09/2022 09:41,15.133569,13.553881,,,
12/09/2022 09:41,15.132292,13.55698,,,
12/09/2022 09:41,15.117092,13.570522,,,
12/09/2022 09:41,15.105177,13.586094,,,
12/09/2022 09:41,15.100278,13.593336,,,
12/09/2022 09:41,15.099714,13.597236,,,
12/09/2022 09:41,15.08872,13.59907,,,
12/09/2022 09:41,15.075911,13.610128,,,
12/09/2022 09:42,15.054578,13.619638,,,
12/09/2022 09:42,15.050005,13.624045,,,
12/09/2022 09:42,15.048211,13.624647,,,
12/09/2022 09:42,15.046716,13.609334,,,
12/09/2022 09:42,15.03956,13.541388,,,
12/09/2022 09:42,15.029422,13.299125,,,
12/09/2022 09:42,15.02036,13.152614,,,
12/09/2022 09:42,15.022872,13.027044,,,
12/09/2022 09:42,15.026692,12.931373,,,
12/09/2022 09:42,15.026347,12.854717,,,
12/09/2022 09:42,15.025414,12.723759,,,
12/09/2022 09:42,15.021773,12.666402,,,
12/09/2022 09:43,15.016983,12.62467,,,
12/09/2022 09:43,15.014427,12.606223,,,
12/09/2022 09:43,15.015405,12.574912,,,
12/09/2022 09:43,15.016464,12.537341,,,
12/09/2022 09:43,15.016189,12.512432,,,
12/09/2022 09:43,15.017083,12.507798,,,
12/09/2022 09:43,15.020588,12.505934,,,
12/09/2022 09:43,15.020786,12.505877,,,
12/09/2022 09:43,15.02057,12.54462,,,
12/09/2022 09:43,15.017284,12.555587,,,
12/09/2022 09:43,15.014388,12.557284,,,
12/09/2022 09:43,15.01399,12.559337,,,
12/09/2022 09:44,15.011478,12.561425,,,
12/09/2022 09:44,15.012433,12.559145,,,
12/09/2022 09:44,15.015925,12.552231,,,
12/09/2022 09:44,15.017847,12.535584,,,
12/09/2022 09:44,15.018811,12.520438,,,
12/09/2022 09:44,15.026019,12.497819,,,
12/09/2022 09:44,15.048105,12.48024,,,
12/09/2022 09:44,15.058505,12.420752,,,
12/09/2022 09:44,15.060511,12.345749,,,
12/09/2022 09:44,15.060594,12.288576,,,
12/09/2022 09:44,15.061153,12.260566,,,
12/09/2022 09:44,15.061328,12.233378,,,
12/09/2022 09:45,15.054177,12.203641,,,
12/09/2022 09:45,15.04646,12.188742,,,
12/09/2022 09:45,15.04549,12.168209,,,
12/09/2022 09:45,15.044866,12.147777,,,
12/09/2022 09:45,15.03729,12.122539,,,
12/09/2022 09:45,15.016831,12.093738,,,
12/09/2022 09:45,15.02227,12.051402,,,
12/09/2022 09:45,15.032984,12.008131,,,
12/09/2022 09:45,15.041436,11.959112,,,
12/09/2022 09:45,15.04992,11.944313,,,
12/09/2022 09:45,15.050842,11.908366,,,
12/09/2022 09:45,15.050373,11.859329,,,
12/09/2022 09:46,15.046116,11.804909,,,
12/09/2022 09:46,15.045336,11.797322,,,
12/09/2022 09:46,15.044936,11.793581,,,
12/09/2022 09:46,15.035025,11.782376,,,
12/09/2022 09:46,15.020292,11.776453,,,
12/09/2022 09:46,15.023297,11.762955,,,
12/09/2022 09:46,15.027762,11.741586,,,
12/09/2022 09:46,15.027753,11.730984,,,
12/09/2022 09:46,15.027628,11.729243,,,
12/09/2022 09:46,15.028439,11.727727,,,
12/09/2022 09:46,15.046477,11.727875,,,
12/09/2022 09:46,15.071402,11.728789,,,
12/09/2022 09:47,15.074128,11.728609,,,
12/09/2022 09:47,15.072928,11.723428,,,
12/09/2022 09:47,15.072169,11.722547,,,
12/09/2022 09:47,15.07231,11.722547,,,
12/09/2022 09:47,15.076988,11.725067,,,
12/09/2022 09:47,15.081094,11.728401,,,
12/09/2022 09:47,15.08035,11.728452,,,
12/09/2022 09:47,15.08544,11.728595,,,
12/09/2022 09:47,15.087342,11.728367,,,
12/09/2022 09:47,15.088256,11.726857,,,
12/09/2022 09:47,15.085147,11.726511,,,
12/09/2022 09:47,15.076158,11.724474,,,
12/09/2022 09:48,15.069988,11.723525,,,
12/09/2022 09:48,15.06402,11.715191,,,
12/09/2022 09:48,15.058973,11.69198,,,
12/09/2022 09:48,15.05268,11.669863,,,
12/09/2022 09:48,15.052738,11.615456,,,
12/09/2022 09:48,15.053116,11.599553,,,
12/09/2022 09:48,15.057039,11.599057,,,
12/09/2022 09:48,15.069847,11.60364,,,
12/09/2022 09:48,15.072073,11.614617,,,
12/09/2022 09:48,15.074284,11.621045,,,
12/09/2022 09:48,15.077397,11.621142,,,
12/09/2022 09:48,15.078519,11.621013,,,
12/09/2022 09:49,15.06594,11.617773,,,
12/09/2022 09:49,15.06296,11.600943,,,
12/09/2022 09:49,15.06037,11.593661,,,
12/09/2022 09:49,15.055481,11.571586,,,
12/09/2022 09:49,15.051814,11.554634,,,
12/09/2022 09:49,15.058702,11.502948,,,
12/09/2022 09:49,15.092938,11.397991,,,
12/09/2022 09:49,15.084238,11.354266,,,
12/09/2022 09:49,15.051695,11.345948,,,
12/09/2022 09:49,15.043505,11.345912,,,
12/09/2022 09:49,15.043772,11.344925,,,
12/09/2022 09:49,15.047334,11.343408,,,
12/09/2022 09:50,15.063034,11.329842,,,
12/09/2022 09:50,15.066228,11.323812,,,
12/09/2022 09:50,15.070316,11.360272,,,
12/09/2022 09:50,15.071933,11.41368,,,
12/09/2022 09:50,15.071658,11.47563,,,
12/09/2022 09:50,15.070914,11.505831,,,
12/09/2022 09:50,15.070855,11.541934,,,
12/09/2022 09:50,15.069089,11.580612,,,
12/09/2022 09:50,15.067123,11.59764,,,
12/09/2022 09:50,15.06859,11.620773,,,
12/09/2022 09:50,15.072617,11.653838,,,
12/09/2022 09:50,15.075594,11.724626,,,
12/09/2022 09:51,15.075384,11.750982,,,
12/09/2022 09:51,15.074788,11.777821,,,
12/09/2022 09:51,15.074573,11.792624,,,
12/09/2022 09:51,15.074603,11.80912,,,
12/09/2022 09:51,15.071567,11.813691,,,
12/09/2022 09:51,15.069733,11.824281,,,
12/09/2022 09:51,15.061888,11.838924,,,
12/09/2022 09:51,15.055447,11.852696,,,
12/09/2022 09:51,15.048767,11.861506,,,
12/09/2022 09:51,15.047598,11.883703,,,
12/09/2022 09:51,15.051103,11.926109,,,
12/09/2022 09:51,15.055614,11.930604,,,
12/09/2022 09:52,15.056102,11.930897,,,
12/09/2022 09:52,15.054439,11.930823,,,
12/09/2022 09:52,15.0533,11.933405,,,
12/09/2022 09:52,15.05123,11.942653,,,
12/09/2022 09:52,15.038353,11.946564,,,
12/09/2022 09:52,15.03416,11.942523,,,
12/09/2022 09:52,15.044533,11.941366,,,
12/09/2022 09:52,15.045977,11.941191,,,
12/09/2022 09:52,15.045084,11.934947,,,
12/09/2022 09:52,15.043695,11.92147,,,
12/09/2022 09:52,15.036992,11.919334,,,
12/09/2022 09:52,15.01748,11.921004,,,
12/09/2022 09:53,15.0099,11.923482,,,
12/09/2022 09:53,15.009316,11.923219,,,
12/09/2022 09:53,15.00792,11.921827,,,
12/09/2022 09:53,15.005614,11.91786,,,
12/09/2022 09:53,15.00389,11.914499,,,
12/09/2022 09:53,14.996116,11.908711,,,
12/09/2022 09:53,15.002311,11.890734,,,
12/09/2022 09:53,15.037233,11.864252,,,
12/09/2022 09:53,15.047025,11.858532,,,
12/09/2022 09:53,15.059008,11.856043,,,
12/09/2022 09:53,15.082412,11.852133,,,
12/09/2022 09:53,15.085838,11.844715,,,
12/09/2022 09:54,15.090445,11.841351,,,
12/09/2022 09:54,15.093638,11.838817,,,
12/09/2022 09:54,15.096742,11.838417,,,
12/09/2022 09:54,15.097381,11.835242,,,
12/09/2022 09:54,15.095384,11.825739,,,
12/09/2022 09:54,15.09757,11.827041,,,
12/09/2022 09:54,15.111334,11.829166,,,
12/09/2022 09:54,15.115756,11.826423,,,
12/09/2022 09:54,15.115944,11.802541,,,
12/09/2022 09:54,15.112862,11.783404,,,
12/09/2022 09:54,15.111994,11.766627,,,
12/09/2022 09:54,15.115202,11.763536,,,
12/09/2022 09:55,15.129269,11.761484,,,
12/09/2022 09:55,15.129742,11.756145,,,
12/09/2022 09:55,15.126133,11.756377,,,
12/09/2022 09:55,15.124667,11.760427,,,
12/09/2022 09:55,15.126583,11.763083,,,
12/09/2022 09:55,15.120619,11.76725,,,
12/09/2022 09:55,15.108298,11.774194,,,
12/09/2022 09:55,15.090102,11.780675,,,
12/09/2022 09:55,15.086134,11.779936,,,
12/09/2022 09:55,15.086089,11.778545,,,
12/09/2022 09:55,15.08601,11.77622,,,
12/09/2022 09:55,15.083894,11.771073,,,
12/09/2022 09:56,15.075453,11.763092,,,
12/09/2022 09:56,15.047075,11.759192,,,
12/09/2022 09:56,15.008588,11.756613,,,
12/09/2022 09:56,14.98128,11.750395,,,
12/09/2022 09:56,14.972014,11.734092,,,
12/09/2022 09:56,14.969381,11.732748,,,
12/09/2022 09:56,14.967316,11.731742,,,
12/09/2022 09:56,14.966889,11.731138,,,
12/09/2022 09:56,14.967792,11.729577,,,
12/09/2022 09:56,14.96952,11.727946,,,
12/09/2022 09:56,14.984255,11.722738,,,
12/09/2022 09:56,14.990414,11.720654,,,
12/09/2022 09:57,15.010278,11.719676,,,
12/09/2022 09:57,15.030762,11.721053,,,
12/09/2022 09:57,15.044036,11.722102,,,
12/09/2022 09:57,15.043519,11.722141,,,
12/09/2022 09:57,15.042853,11.721834,,,
12/09/2022 09:57,15.040447,11.721501,,,
12/09/2022 09:57,15.027422,11.718032,,,
12/09/2022 09:57,15.018538,11.712883,,,
12/09/2022 09:57,15.013447,11.709938,,,
12/09/2022 09:57,15.00641,11.707887,,,
12/09/2022 09:57,15.005338,11.706798,,,
12/09/2022 09:57,15.003073,11.701283,,,
12/09/2022 09:58,15.007861,11.688905,,,
12/09/2022 09:58,15.017647,11.675527,,,
12/09/2022 09:58,15.020127,11.668809,,,
12/09/2022 09:58,15.023119,11.664677,,,
12/09/2022 09:58,15.02008,11.666603,,,
12/09/2022 09:58,15.012227,11.672082,,,
12/09/2022 09:58,15.008253,11.673537,,,
12/09/2022 09:58,15.014066,11.671553,,,
12/09/2022 09:58,15.014817,11.671166,,,
12/09/2022 09:58,15.016489,11.671236,,,
12/09/2022 09:58,15.016961,11.664199,,,
12/09/2022 09:58,15.01695,11.65433,,,
12/09/2022 09:59,15.009936,11.64158,,,
12/09/2022 09:59,15.003948,11.641053,,,
12/09/2022 09:59,14.9967,11.64309,,,
12/09/2022 09:59,14.99406,11.644814,,,
12/09/2022 09:59,14.990534,11.636499,,,
12/09/2022 09:59,14.990442,11.629146,,,
12/09/2022 09:59,14.994295,11.626456,,,
12/09/2022 09:59,14.996234,11.625463,,,
12/09/2022 09:59,14.997473,11.625347,,,
12/09/2022 09:59,14.997336,11.625207,,,
12/09/2022 09:59,14.996856,11.623412,,,
12/09/2022 09:59,15.000869,11.612973,,,
12/09/2022 10:00,15.008942,11.601179,,,
12/09/2022 10:00,15.017298,11.589792,,,
12/09/2022 10:00,15.017866,11.585233,,,
12/09/2022 10:00,15.02423,11.582748,,,
12/09/2022 10:00,15.024538,11.581537,,,
12/09/2022 10:00,15.021567,11.579477,,,
12/09/2022 10:00,15.025119,11.579535,,,
12/09/2022 10:00,15.032439,11.579791,,,
12/09/2022 10:00,15.038166,11.595755,,,
12/09/2022 10:00,15.042072,11.617595,,,
12/09/2022 10:00,15.043462,11.638066,,,
12/09/2022 10:00,15.04823,11.638175,,,
12/09/2022 10:01,15.054539,11.635367,,,
12/09/2022 10:01,15.055588,11.628677,,,
12/09/2022 10:01,15.057569,11.612769,,,
12/09/2022 10:01,15.07721,11.60855,,,
12/09/2022 10:01,15.128844,11.604666,,,
12/09/2022 10:01,15.152205,11.604826,,,
12/09/2022 10:01,15.17192,11.605735,,,
12/09/2022 10:01,15.175427,11.60603,,,
12/09/2022 10:01,15.171048,11.605485,,,
12/09/2022 10:01,15.168255,11.605114,,,
12/09/2022 10:01,15.16594,11.604177,,,
12/09/2022 10:01,15.166873,11.604454,,,
12/09/2022 10:02,15.155269,11.608505,,,
12/09/2022 10:02,15.142594,11.622559,,,
